Assay	UniProt	MR_outcomes	Beta
APOH	P02749	Low density lipoprotein cholesterol levels	-0.0592
APOH	P02749	Non-HDL cholesterol levels	-0.0405
APOH	P02749	Saturated fatty acids	0.0288
APOH	P02749	Sphingomyelins	-0.0372
APOH	P02749	Total cholesterol levels	-0.0401
APOH	P02749	Triglycerides	0.0374
APOH	P02749	Type 1 diabetes	-0.109
APOH	P02749	Apolipoprotein B	-0.039
APOH	P02749	C-reactive protein	-0.0349
APOH	P02749	Cholelithiasis	0.00269
APOH	P02749	Concentration of chylomicrons and extremely large VLDL	0.0696
APOH	P02749	Concentration of intermediate-density lipoprotein particles	-0.0463
APOH	P02749	Coronary artery disease	-0.0361
APOH	P02749	Heart failure	-0.0574
APOH	P02749	Height	0.0206
APOH	P02749	IGF-1	-0.0521
APOH	P02749	Low density lipoprotein cholesterol levels	-0.0549
APOH	P02749	Non-HDL cholesterol levels	-0.0376
APOH	P02749	Saturated fatty acids	0.0267
APOH	P02749	Sphingomyelins	-0.0345
APOH	P02749	Total cholesterol levels	-0.0371
APOH	P02749	Triglycerides	0.0346
APOH	P02749	Type 1 diabetes	-0.101
APOH	P02749	Apolipoprotein B	-0.0442
APOH	P02749	C-reactive protein	-0.0395
APOH	P02749	Cholelithiasis	0.00305
APOH	P02749	Concentration of chylomicrons and extremely large VLDL	0.0789
APOH	P02749	Concentration of intermediate-density lipoprotein particles	-0.0525
APOH	P02749	Coronary artery disease	-0.0409
APOH	P02749	Heart failure	-0.0651
APOH	P02749	Height	0.0234
APOH	P02749	IGF-1	-0.059
APOH	P02749	Low density lipoprotein cholesterol levels	-0.0621
APOH	P02749	Non-HDL cholesterol levels	-0.0426
APOH	P02749	Saturated fatty acids	0.0302
APOH	P02749	Sphingomyelins	-0.039
APOH	P02749	Total cholesterol levels	-0.0421
APOH	P02749	Triglycerides	0.0393
APOH	P02749	Type 1 diabetes	-0.115
ARFIP1	P53367	HbA1c	0.016
ARFIP1	P53367	Height	0.00953
ARFIP1	P53367	HbA1c	0.0307
ARFIP1	P53367	HbA1c	0.0202
ARFIP1	P53367	HbA1c	0.0429
ARG1	P05089	Apolipoprotein A1	0.15
ARG1	P05089	Body fat mass	-0.124
ARG1	P05089	Body fat percentage	-0.0869
ARG1	P05089	Body fat-free mass	-0.0657
ARG1	P05089	Body mass index	-0.152
ARG1	P05089	C-reactive protein	-0.113
ARG1	P05089	Cigarettes per day	-0.268
ARG1	P05089	Docosahexaenoic acid	0.175
ARG1	P05089	Glomerular filtration rate (estimated)	0.0143
ARG1	P05089	High density lipoprotein cholesterol levels	0.126
ARG1	P05089	Hip circumference	-0.131
ARG1	P05089	Linoleic acid	0.189
ARG1	P05089	Low density lipoprotein cholesterol levels	0.0771
ARG1	P05089	Total cholesterol levels	0.0907
ARG1	P05089	Vitamin D	0.204
ARG1	P05089	Waist circumference	-0.113
ARG1	P05089	Weight	-0.114
ARG1	P05089	Apolipoprotein A1	0.0706
ARG1	P05089	Body fat mass	-0.0585
ARG1	P05089	Body fat percentage	-0.0408
ARG1	P05089	Body fat-free mass	-0.0309
ARG1	P05089	Body mass index	-0.0712
ARG1	P05089	C-reactive protein	-0.0532
ARG1	P05089	Cigarettes per day	-0.126
ARG1	P05089	Docosahexaenoic acid	0.0767
ARG1	P05089	Hip circumference	-0.0617
ARG1	P05089	Waist circumference	-0.0531
ARG1	P05089	Weight	-0.0536
ARHGAP45	Q92619	Crohn's disease	0.121
ARHGEF10	O15013	Coronary artery disease	-0.0645
ARSB	P15848	Body fat percentage	0.0305
ARSB	P15848	Forced expiratory volume in 1-second (FEV1)	-0.0238
ARSB	P15848	Body fat percentage	0.062
ARSB	P15848	Body mass index	0.0264
ARSB	P15848	Height	-0.046
ASAH2	Q9NR71	Osteoarthritis	0.0842
ASGR1	P07306	Apolipoprotein B	0.125
ASGR1	P07306	Concentration of intermediate-density lipoprotein particles	0.094
ASGR1	P07306	IGF-1	-0.057
ASGR1	P07306	Linoleic acid	0.0728
ASGR1	P07306	Low density lipoprotein cholesterol levels	0.137
ASGR1	P07306	Non-HDL cholesterol levels	0.134
ASGR1	P07306	Omega-6 fatty acids	0.0822
ASGR1	P07306	Remnant cholesterol	0.0934
ASGR1	P07306	Saturated fatty acids	0.0921
ASGR1	P07306	Total cholesterol levels	0.123
ASGR1	P07306	Triglycerides	0.0423
ASGR1	P07306	Very low-density lipoprotein cholesterol	0.0855
ASGR1	P07306	Apolipoprotein B	0.287
ASGR1	P07306	Concentration of intermediate-density lipoprotein particles	0.228
ASGR1	P07306	IGF-1	-0.137
ASGR1	P07306	Linoleic acid	0.174
ASGR1	P07306	Low density lipoprotein cholesterol levels	0.312
ASGR1	P07306	Non-HDL cholesterol levels	0.306
ASGR1	P07306	Omega-6 fatty acids	0.192
ASGR1	P07306	Remnant cholesterol	0.22
ASGR1	P07306	Saturated fatty acids	0.205
ASGR1	P07306	Total cholesterol levels	0.278
ASGR1	P07306	Triglycerides	0.0902
ASGR1	P07306	Very low-density lipoprotein cholesterol	0.198
ASGR1	P07306	Apolipoprotein B	0.192
ASGR1	P07306	Concentration of intermediate-density lipoprotein particles	0.152
ASGR1	P07306	IGF-1	-0.0913
ASGR1	P07306	Linoleic acid	0.117
ASGR1	P07306	Low density lipoprotein cholesterol levels	0.208
ASGR1	P07306	Non-HDL cholesterol levels	0.204
ASGR1	P07306	Omega-6 fatty acids	0.128
ASGR1	P07306	Remnant cholesterol	0.147
ASGR1	P07306	Saturated fatty acids	0.137
ASGR1	P07306	Total cholesterol levels	0.186
ASGR1	P07306	Triglycerides	0.0603
ASGR1	P07306	Very low-density lipoprotein cholesterol	0.133
ASGR1	P07306	Apolipoprotein B	0.167
ASGR1	P07306	Concentration of intermediate-density lipoprotein particles	0.132
ASGR1	P07306	IGF-1	-0.0793
ASGR1	P07306	Linoleic acid	0.101
ASGR1	P07306	Low density lipoprotein cholesterol levels	0.181
ASGR1	P07306	Non-HDL cholesterol levels	0.177
ASGR1	P07306	Omega-6 fatty acids	0.111
ASGR1	P07306	Remnant cholesterol	0.128
ASGR1	P07306	Saturated fatty acids	0.119
ASGR1	P07306	Total cholesterol levels	0.162
ASGR1	P07306	Triglycerides	0.0523
ASGR1	P07306	Very low-density lipoprotein cholesterol	0.115
ASPN	Q9BXN1	Height	0.0618
ASPN	Q9BXN1	Pulse pressure	0.36
ASPN	Q9BXN1	Systolic blood pressure	0.467
ASPSCR1	Q9BZE9	C-reactive protein	0.0382
ASPSCR1	Q9BZE9	Forced expiratory volume in 1-second (FEV1)	-0.0745
ASPSCR1	Q9BZE9	Forced vital capacity (FVC)	-0.0609
ASRGL1	Q7L266	WHR	-0.0792
ASRGL1	Q7L266	WHR	-0.0445
ATP1B2	P14415	Apolipoprotein A1	-0.0159
ATP1B2	P14415	Apolipoprotein B	0.025
ATP1B2	P14415	Gluteofemoral adipose tissue adjusted for BMI and height (GFATadj)	-0.0637
ATP1B2	P14415	HbA1c	0.0162
ATP1B2	P14415	High density lipoprotein cholesterol levels	-0.0185
ATP1B2	P14415	Hip circumference	-0.0168
ATP1B2	P14415	IGF-1	-0.0327
ATP1B2	P14415	Low density lipoprotein cholesterol levels	0.0185
ATP1B2	P14415	Non-HDL cholesterol levels	0.0327
ATP1B2	P14415	Total cholesterol levels	0.0221
ATP1B2	P14415	Triglycerides	0.027
ATP1B2	P14415	Type 2 diabetes	0.102
ATP1B2	P14415	Vitamin D	-0.0187
ATP1B2	P14415	WHR	0.0237
ATP5IF1	Q9UII2	Glomerular filtration rate (estimated)	-0.0143
ATP5IF1	Q9UII2	Hypothyroidism/myxoedema	-0.0189
ATP5IF1	Q9UII2	Pulse pressure	-1.04
ATP5IF1	Q9UII2	Total cholesterol levels	0.059
ATP5IF1	Q9UII2	Triglycerides	0.0624
ATXN3	P54252	Apolipoprotein A1	-0.0357
ATXN3	P54252	Body fat-free mass	0.0239
ATXN3	P54252	Height	0.0982
ATXN3	P54252	High density lipoprotein cholesterol levels	-0.0278
ATXN3	P54252	Weight	0.0273
AXL	P30530	Apolipoprotein A1	-0.0574
AXL	P30530	Diastolic blood pressure	-0.477
AXL	P30530	High density lipoprotein cholesterol levels	-0.0545
AXL	P30530	Triglycerides	0.0595
BAP18	Q8IXM2	High density lipoprotein cholesterol levels	-0.0751
BAP18	Q8IXM2	Triglycerides	0.0981
BCAM	P50895	Concentration of chylomicrons and extremely large VLDL	-0.125
BCAM	P50895	Height	-0.0342
BCAT2	O15382	Valine	-0.273
BCHE	P06276	Educational attainment	0.0203
BCHE	P06276	Body fat percentage	0.0148
BCHE	P06276	Triglycerides	0.0134
BCL2	P10415	Fasting insulin	-0.178
BIN1	O00499	Alzheimer's disease	0.526
BIN1	O00499	C-reactive protein	0.0422
BIN1	O00499	Pulse pressure	0.406
BIN1	O00499	Triglycerides	-0.0355
BIN1	O00499	Alzheimer's disease	0.764
BIN1	O00499	C-reactive protein	0.0614
BIN1	O00499	Systolic blood pressure	0.874
BIN1	O00499	Triglycerides	-0.0516
BIN1	O00499	C-reactive protein	0.0371
BIN1	O00499	Systolic blood pressure	0.551
BIN2	Q9UBW5	Apolipoprotein A1	-0.0703
BMP6	P22004	Height	0.122
BMP7	P18075	Apolipoprotein A1	0.144
BMP7	P18075	Body fat percentage	0.0716
BMP7	P18075	Glomerular filtration rate (estimated)	-0.0135
BMP7	P18075	High density lipoprotein cholesterol levels	0.115
BMP7	P18075	Triglycerides	-0.105
BMP7	P18075	Apolipoprotein A1	0.254
BMP7	P18075	Body fat percentage	0.127
BMP7	P18075	Glomerular filtration rate (estimated)	-0.0239
BMP7	P18075	High density lipoprotein cholesterol levels	0.203
BMP7	P18075	Triglycerides	-0.185
BPIFB1	Q8TDL5	Basal cell carcinoma	0.466
BPIFB1	Q8TDL5	Basal cell carcinoma	0.478
BPIFB1	Q8TDL5	Body fat-free mass	-0.0216
BST1	Q10588	Chronic kidney disease	0.152
BST1	Q10588	Height	0.0119
BST1	Q10588	Height	-0.0121
BTD	P43251	Body mass index	-0.0103
BTD	P43251	Glomerular filtration rate (estimated)	0.00247
AGRN	O00468	Apolipoprotein A1	-0.0322
AGRN	O00468	Educational attainment	0.0219
AGRN	O00468	Glomerular filtration rate (estimated)	0.00372
AGRN	O00468	Total cholesterol levels	-0.0214
C1QTNF1	Q9BXJ1	Glomerular filtration rate (estimated)	-0.00502
C1R	P00736	Alzheimer's disease	0.13
C1R	P00736	Coronary artery disease	0.105
C1R	P00736	Triglycerides	0.0203
C1R	P00736	Alzheimer's disease	0.135
C1R	P00736	Coronary artery disease	0.109
C1R	P00736	Triglycerides	0.0211
C1S	P09871	Alzheimer's disease	0.0854
C1S	P09871	Coronary artery disease	0.0689
C1S	P09871	Triglycerides	0.0127
C1S	P09871	Alzheimer's disease	0.053
C1S	P09871	Coronary artery disease	0.0427
C1S	P09871	Triglycerides	0.0079
ANGPTL1	O95841	Forced expiratory volume in 1-second (FEV1)	0.0715
ANGPTL1	O95841	Forced vital capacity (FVC)	-0.0759
ANGPTL1	O95841	Forced expiratory volume in 1-second (FEV1)	0.176
ANGPTL1	O95841	Forced vital capacity (FVC)	-0.187
ANGPTL1	O95841	Low density lipoprotein cholesterol levels	0.0816
ANGPTL1	O95841	Ascending aorta diameter	0.108
ANGPTL1	O95841	Forced expiratory volume in 1-second (FEV1)	0.124
ANGPTL1	O95841	Forced vital capacity (FVC)	-0.134
ANGPTL1	O95841	Low density lipoprotein cholesterol levels	0.0781
ANGPTL1	O95841	Pulse pressure	-0.976
ANGPTL1	O95841	Forced expiratory volume in 1-second (FEV1)	0.0728
ANGPTL1	O95841	Forced vital capacity (FVC)	-0.0773
ANGPTL1	O95841	Low density lipoprotein cholesterol levels	0.0337
ANGPTL1	O95841	Pulse pressure	-0.47
C2CD2L	O14523	Apolipoprotein A1	0.154
C2CD2L	O14523	Educational attainment	0.129
C2CD2L	O14523	Glomerular filtration rate (estimated)	0.0303
C2CD2L	O14523	Height	0.153
C2CD2L	O14523	High density lipoprotein cholesterol levels	0.135
C2CD2L	O14523	Total cholesterol levels	0.15
C3	P01024	Forced expiratory volume in 1-second (FEV1)	-0.059
C3	P01024	IGF-1	-0.0851
C3	P01024	Forced expiratory volume in 1-second (FEV1)	0.0375
C3	P01024	IGF-1	0.054
C3	P01024	Forced expiratory volume in 1-second (FEV1)	0.0818
C3	P01024	IGF-1	0.118
C3	P01024	Forced expiratory volume in 1-second (FEV1)	-0.0631
C3	P01024	IGF-1	-0.0909
C5	P01031	Low density lipoprotein cholesterol levels	0.0441
C5	P01031	Total cholesterol levels	0.0383
CA11	O75493	Triglycerides	-0.0699
CA11	O75493	Apolipoprotein B	-0.0602
CA11	O75493	Height	0.0678
CA11	O75493	Triglycerides	-0.0528
CA11	O75493	Vitamin D	0.0577
CA11	O75493	Height	0.0707
CA11	O75493	IGF-1	0.083
CA11	O75493	Remnant cholesterol	-0.123
CA11	O75493	Saturated fatty acids	-0.121
CA11	O75493	Triglycerides	-0.0542
CA11	O75493	Very low-density lipoprotein cholesterol	-0.132
CA11	O75493	Vitamin D	0.0601
CA12	O43570	Glomerular filtration rate (estimated)	0.0286
CA4	P22748	Height	0.0153
CACNB3	P54284	Body mass index	0.0823
CALCB	P10092	Body fat mass	0.0348
CALCB	P10092	Body mass index	0.03
CALCB	P10092	Hip circumference	0.0403
CALCB	P10092	Migraine	-0.00627
CALCB	P10092	Waist circumference	0.0309
CALCB	P10092	Weight	0.0363
CALCB	P10092	Body fat mass	0.0425
CALCB	P10092	Body fat-free mass	0.0256
CALCB	P10092	Body mass index	0.0393
CALCB	P10092	Height	0.0288
CALCB	P10092	Hip circumference	0.049
CALCB	P10092	Migraine	-0.00736
CALCB	P10092	Waist circumference	0.0375
CALCB	P10092	Weight	0.0445
CALCB	P10092	Body fat mass	-0.0653
CALCB	P10092	Body fat-free mass	-0.0425
CALCB	P10092	Body mass index	-0.0773
CALCB	P10092	Hip circumference	-0.0785
CALCB	P10092	Migraine	0.0118
CALCB	P10092	Weight	-0.0722
CALCOCO2	Q13137	Height	0.0564
CALCOCO2	Q13137	Height	0.107
CALCOCO2	Q13137	Body fat-free mass	-0.122
CARHSP1	Q9Y2V2	Mono-unsaturated fatty acids	0.622
CASP10	Q92851	IGF-1	0.0527
CASP10	Q92851	Malignant melanoma	0.0053
CASP10	Q92851	Peripheral artery disease	0.282
CASP10	Q92851	Total cholesterol levels	0.0335
CASP10	Q92851	Triglycerides	0.0341
CASP3	P42574	Low density lipoprotein cholesterol levels	-0.011
CASP3	P42574	Total cholesterol levels	-0.0123
CASP3	P42574	Low density lipoprotein cholesterol levels	-0.0256
CASP3	P42574	Total cholesterol levels	-0.0284
CASP9	P55211	Basal cell carcinoma	0.469
CASP9	P55211	Glomerular filtration rate (estimated)	0.0196
CASP9	P55211	Pulse pressure	1.23
CASP9	P55211	Systolic blood pressure	1.73
CASP9	P55211	Urate	0.212
CBLN4	Q9NTU7	Height	0.0183
CBR3	O75828	Height	0.0249
CBR3	O75828	Height	0.036
CCDC134	Q9H6E4	Height	0.0149
CCDC134	Q9H6E4	IGF-1	0.0379
CCDC134	Q9H6E4	Body fat-free mass	0.0543
CCDC134	Q9H6E4	Height	0.0534
CCDC134	Q9H6E4	IGF-1	0.121
CCL15	Q16663	Height	0.00598
CCL22	O00626	Hypothyroidism/myxoedema	-0.0112
CCL22	O00626	Hypothyroidism/myxoedema	-0.0154
CCL25	O15444	Type 1 diabetes	0.0937
CCL25	O15444	Type 1 diabetes	0.0929
CCL5	P13501	Height	-0.0122
CCL5	P13501	Visceral adipose tissue adjusted for BMI and height (VATadj)	-0.0567
CCL5	P13501	Height	-0.0279
CCL5	P13501	Visceral adipose tissue adjusted for BMI and height (VATadj)	-0.147
CCL5	P13501	Height	-0.0272
CCL5	P13501	Visceral adipose tissue adjusted for BMI and height (VATadj)	-0.126
CCL5	P13501	Height	-0.0339
CCL5	P13501	Visceral adipose tissue adjusted for BMI and height (VATadj)	-0.157
CCL8	P80075	Crohn's disease	-0.155
CCL8	P80075	Inflammatory bowel disease	-0.145
CCN2	P29279	Height	0.0259
CCN3	P48745	Body fat-free mass	-0.0431
CCN3	P48745	Descending aorta diameter	-0.142
CCN3	P48745	Diastolic blood pressure	-0.659
CCN3	P48745	Forced expiratory volume in 1-second (FEV1)	-0.0417
CCN3	P48745	Forced vital capacity (FVC)	0.0532
CCN3	P48745	Height	-0.0849
CCN3	P48745	Pulse pressure	1.79
CCN3	P48745	Systolic blood pressure	1.16
CCN3	P48745	Body fat-free mass	-0.0931
CCN3	P48745	Diastolic blood pressure	-1.48
CCN3	P48745	Forced expiratory volume in 1-second (FEV1)	-0.0787
CCN3	P48745	Forced vital capacity (FVC)	0.096
CCN3	P48745	Height	-0.172
CCN3	P48745	Pulse pressure	3.57
CCN3	P48745	Systolic blood pressure	2.13
CCN3	P48745	Weight	-0.0711
CCN3	P48745	Body fat-free mass	0.0454
CCN3	P48745	Diastolic blood pressure	0.677
CCN3	P48745	Forced expiratory volume in 1-second (FEV1)	0.0359
CCN3	P48745	Forced vital capacity (FVC)	-0.0434
CCN3	P48745	Height	0.0778
CCN3	P48745	Pulse pressure	-1.68
CCN3	P48745	Systolic blood pressure	-1.02
CCN3	P48745	Valine	-0.0653
CCN3	P48745	Weight	0.0368
CCN4	O95388	Hypothyroidism/myxoedema	-0.00373
CD163	Q86VB7	Apolipoprotein A1	-0.116
CD163	Q86VB7	Apolipoprotein B	0.0832
CD163	Q86VB7	High density lipoprotein cholesterol levels	-0.104
CD163	Q86VB7	Low density lipoprotein cholesterol levels	0.0569
CD163	Q86VB7	Non-HDL cholesterol levels	0.065
CD163	Q86VB7	Triglycerides	0.0453
CD163	Q86VB7	Apolipoprotein A1	-0.144
CD163	Q86VB7	Apolipoprotein B	0.104
CD163	Q86VB7	High density lipoprotein cholesterol levels	-0.129
CD163	Q86VB7	Low density lipoprotein cholesterol levels	0.0708
CD163	Q86VB7	Non-HDL cholesterol levels	0.0809
CD163	Q86VB7	Triglycerides	0.0564
CD163	Q86VB7	Apolipoprotein A1	-0.137
CD163	Q86VB7	Apolipoprotein B	0.0984
CD163	Q86VB7	High density lipoprotein cholesterol levels	-0.123
CD163	Q86VB7	Low density lipoprotein cholesterol levels	0.0672
CD163	Q86VB7	Non-HDL cholesterol levels	0.0768
CD163	Q86VB7	Triglycerides	0.0535
CD163	Q86VB7	Apolipoprotein A1	-0.106
CD163	Q86VB7	Apolipoprotein B	0.0793
CD163	Q86VB7	High density lipoprotein cholesterol levels	-0.0955
CD163	Q86VB7	Low density lipoprotein cholesterol levels	0.0582
CD163	Q86VB7	Triglycerides	0.0441
CD164	Q04900	Apolipoprotein A1	0.207
CD164	Q04900	C-reactive protein	-0.191
CD164	Q04900	Educational attainment	0.176
CD164	Q04900	High density lipoprotein cholesterol levels	0.238
CD164	Q04900	Weight	-0.127
CD164L2	Q6UWJ8	Glomerular filtration rate (estimated)	-0.00324
CD164L2	Q6UWJ8	Hypertension	-0.0127
CD164L2	Q6UWJ8	Systolic blood pressure	-0.39
CD200	P41217	Squamous cell lung cancer	0.682
CD248	Q9HCU0	Apolipoprotein A1	-0.0909
CD274	Q9NZQ7	Ulcerative colitis	-0.176
CD274	Q9NZQ7	Ulcerative colitis	-0.266
CD274	Q9NZQ7	Ulcerative colitis	-0.226
CD28	P10747	Primary sclerosing cholangitis	-0.763
CD28	P10747	Ulcerative colitis	-0.278
CD2AP	Q9Y5K6	Alzheimer's disease	0.217
CD302	Q8IX05	Triglycerides	-0.0225
CD33	P20138	C-reactive protein	0.0204
CD33	P20138	HbA1c	0.01
CD33	P20138	C-reactive protein	0.0181
CD33	P20138	HbA1c	0.0102
CD33	P20138	Alzheimer's disease	0.0837
CD36	P16671	Height	0.0383
CD36	P16671	High density lipoprotein cholesterol levels	0.0631
CD36	P16671	Triglycerides	-0.0424
CD36	P16671	Apolipoprotein A1	0.0322
CD36	P16671	Height	0.0217
CD36	P16671	High density lipoprotein cholesterol levels	0.0344
CD36	P16671	Apolipoprotein A1	0.0346
CD36	P16671	Height	0.0229
CD36	P16671	High density lipoprotein cholesterol levels	0.0372
CD40	P25942	Crohn's disease	-0.243
CD40	P25942	Educational attainment	0.0252
CD40	P25942	Hyperthyroidism/thyrotoxicosis	0.00241
CD40	P25942	Inflammatory bowel disease	-0.19
CD40	P25942	Low density lipoprotein cholesterol levels	0.028
CD40	P25942	Mood swings	-0.0181
CD40	P25942	Multiple sclerosis	-0.367
CD40	P25942	Non-HDL cholesterol levels	0.0332
CD40	P25942	Rheumatoid arthritis	0.261
CD40	P25942	Schizophrenia	-0.123
CD40	P25942	Total cholesterol levels	0.0271
CD46	P15529	Apolipoprotein A1	0.0128
CD46	P15529	Epilepsy (GGE)	0.0605
CD46	P15529	IGF-1	0.0258
CD46	P15529	Pulse pressure	-0.304
CD46	P15529	Systolic blood pressure	-0.316
CD46	P15529	Epilepsy (GGE)	0.15
CD46	P15529	IGF-1	0.0651
CD46	P15529	Pulse pressure	-0.759
CD46	P15529	Systolic blood pressure	-0.782
CD46	P15529	Apolipoprotein A1	0.019
CD46	P15529	IGF-1	0.0381
CD46	P15529	Pulse pressure	-0.449
CD46	P15529	Systolic blood pressure	-0.466
CD46	P15529	IGF-1	0.175
CD46	P15529	Pulse pressure	-2.04
CD46	P15529	Systolic blood pressure	-2.12
BTN3A2	P78410	Apolipoprotein A1	0.0301
BTN3A2	P78410	Asthma	-0.0075
BTN3A2	P78410	Body fat mass	-0.0204
BTN3A2	P78410	Body fat-free mass	-0.00876
BTN3A2	P78410	Celiac disease	-1.17
BTN3A2	P78410	Cognitive performance	-0.0405
BTN3A2	P78410	Crohn's disease	0.113
BTN3A2	P78410	Diastolic blood pressure	0.322
BTN3A2	P78410	Forced expiratory volume in 1-second (FEV1)	0.0281
BTN3A2	P78410	Forced vital capacity (FVC)	0.0249
BTN3A2	P78410	Glomerular filtration rate (estimated)	0.00265
BTN3A2	P78410	Gout	-0.00276
BTN3A2	P78410	High density lipoprotein cholesterol levels	0.0177
BTN3A2	P78410	Hip circumference	-0.0241
BTN3A2	P78410	Hyperthyroidism/thyrotoxicosis	-0.00318
BTN3A2	P78410	Hypothyroidism/myxoedema	-0.00622
BTN3A2	P78410	IGF-1	0.0386
BTN3A2	P78410	Lung cancer	-0.155
BTN3A2	P78410	Primary sclerosing cholangitis	-0.909
BTN3A2	P78410	Psoriasis	0.00185
BTN3A2	P78410	Pulse pressure	-0.244
BTN3A2	P78410	Schizophrenia	0.225
BTN3A2	P78410	Systemic lupus erythematosus	-0.29
BTN3A2	P78410	Triglycerides	0.0134
BTN3A2	P78410	Urate	-0.068
BTN3A2	P78410	Weight	-0.0191
CD58	P19256	Multiple sclerosis	-0.202
CD58	P19256	Multiple sclerosis	0.834
CD80	P33681	Height	0.0113
CD83	Q01151	Height	0.0302
CD83	Q01151	Urate	0.0566
CD86	P42081	Multiple sclerosis	1.17
CDA	P32320	Height	-0.014
CDA	P32320	High density lipoprotein cholesterol levels	0.0235
CDH1	P12830	HbA1c	-0.107
CDH5	P33151	Height	0.0304
CDH5	P33151	Height	0.0359
CDH5	P33151	Height	0.0359
CDH6	P55285	Educational attainment	-0.0201
CDH6	P55285	Mood swings	0.00876
CDKN1A	P38936	Pulse pressure	0.685
CEACAM1	P13688	Celiac disease	0.242
CENPF	P49454	Non-HDL cholesterol levels	-0.135
CERT1	Q9Y5P4	Anxiety/panic attacks	-0.00729
CERT1	Q9Y5P4	Low density lipoprotein cholesterol levels	0.131
CERT1	Q9Y5P4	Total cholesterol levels	0.132
CERT1	Q9Y5P4	WHR	-0.0628
CERT1	Q9Y5P4	Sphingomyelins	0.195
CERT1	Q9Y5P4	Total cholines	0.144
CERT1	Q9Y5P4	WHR	-0.0751
CERT1	Q9Y5P4	Sphingomyelins	0.163
CERT1	Q9Y5P4	WHR	-0.0628
CES1	P23141	Apolipoprotein B	0.194
CES1	P23141	Low density lipoprotein cholesterol levels	0.181
CES1	P23141	Non-HDL cholesterol levels	0.168
CETN3	O15182	IGF-1	0.156
CETN3	O15182	Pulse pressure	1.19
CETN3	O15182	IGF-1	0.0709
CETN3	O15182	Pulse pressure	0.518
CETN3	O15182	Pulse pressure	0.543
CFH	P08603	Total cholesterol levels	-0.0179
CFHR4	Q92496	Systolic blood pressure	0.195
CHGB	P05060	Hip circumference	0.068
CHGB	P05060	Hip circumference	0.0971
CHI3L1	P36222	IgA nephropathy	-0.473
CHMP1A	Q9HD42	Apolipoprotein B	-0.102
CHMP1A	Q9HD42	C-reactive protein	-0.0977
CHMP1A	Q9HD42	Cigarettes per day	-0.337
CHMP1A	Q9HD42	Creatinine	-0.224
CHMP1A	Q9HD42	Diastolic blood pressure	1.99
CHMP1A	Q9HD42	Glomerular filtration rate (estimated)	0.0305
CHMP1A	Q9HD42	Height	0.0488
CHMP1A	Q9HD42	Hypertension	0.0821
CHMP1A	Q9HD42	Malignant melanoma	-0.0109
CHMP1A	Q9HD42	Schizophrenia	-0.424
CHMP1A	Q9HD42	Systolic blood pressure	2.26
CD55	P08174	Height	0.00715
CD55	P08174	Alzheimer's disease	-0.177
CD55	P08174	Height	0.0138
CD55	P08174	Alzheimer's disease	-0.103
CD55	P08174	Height	0.0102
CIT	O14578	Glaucoma	0.0712
CLEC4M	Q9H2X3	High density lipoprotein cholesterol levels	-0.037
CLEC4M	Q9H2X3	IGF-1	-0.0473
CLEC4M	Q9H2X3	Low density lipoprotein cholesterol levels	-0.0343
CLEC4M	Q9H2X3	Total cholesterol levels	-0.0436
CLMP	Q9H6B4	Diastolic blood pressure	0.145
CLMP	Q9H6B4	Low density lipoprotein cholesterol levels	-0.0116
CLMP	Q9H6B4	Pulse pressure	0.196
CLMP	Q9H6B4	Systolic blood pressure	0.348
CLMP	Q9H6B4	Pulse pressure	0.473
CLMP	Q9H6B4	Systolic blood pressure	0.797
CLMP	Q9H6B4	Low density lipoprotein cholesterol levels	-0.0293
CLMP	Q9H6B4	Pulse pressure	0.45
CLMP	Q9H6B4	Systolic blood pressure	0.751
CLPS	P04118	Height	-0.0122
CLPS	P04118	Total cholesterol levels	0.0272
CLPS	P04118	Height	-0.0152
CLPS	P04118	Low density lipoprotein cholesterol levels	0.0213
CLPS	P04118	Total cholesterol levels	0.03
CLPS	P04118	Height	-0.0122
CLPS	P04118	Low density lipoprotein cholesterol levels	0.0208
CLPS	P04118	Non-HDL cholesterol levels	0.0236
CLPS	P04118	Total cholesterol levels	0.0266
CLPS	P04118	Body fat-free mass	-0.0149
CLPS	P04118	Forced expiratory volume in 1-second (FEV1)	-0.0199
